Country,Subnational region,Module,Indicator,Configuration,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
AFRE,,Demographic Projection (DemProj),Defined age group,age 77; Total Region; Male,169893,173924,177790,182212,187057,192549,198868,205848,213012,220324,228436,237626,247613
AFRE,,Demographic Projection (DemProj),Defined age group,age 78; Total Region; Male,150930,155288,159059,162683,166810,171316,176434,182318,188816,195488,202306,209865,218428
AFRE,,Demographic Projection (DemProj),Defined age group,age 79; Total Region; Male,132325,136791,140811,144312,147679,151499,155678,160418,165861,171868,178042,184355,191355
AFRE,,Demographic Projection (DemProj),Defined age group,age 80; Total Region; Male,602611,626872,651132,675525,699611,723331,747231,771629,796975,823777,852361,882645,914551
AFRE,,Demographic Projection (DemProj),Defined age group,age 0; Total Region; Female,6019444,6128159,6238272,6347557,6454132,6560051,6666180,6771713,6871924,6968985,7065261,7161395,7257946
AFRE,,Demographic Projection (DemProj),Defined age group,age 1; Total Region; Female,5792875,5902700,6014743,6127700,6239402,6348269,6456536,6565153,6673287,6776112,6875888,6974756,7073457
AFRE,,Demographic Projection (DemProj),Defined age group,age 2; Total Region; Female,5618494,5726076,5837037,5950084,6063862,6176394,6286246,6395662,6505541,6614945,6719204,6820360,6920631
AFRE,,Demographic Projection (DemProj),Defined age group,age 3; Total Region; Female,5480442,5588148,5696103,5807399,5920656,6034673,6147575,6257952,6367996,6478510,6588682,6693641,6795544
AFRE,,Demographic Projection (DemProj),Defined age group,age 4; Total Region; Female,5350231,5459857,5567670,5675738,5787047,5900356,6014544,6127756,6238543,6349009,6460060,6570702,6676172
AFRE,,Demographic Projection (DemProj),Defined age group,age 5; Total Region; Female,5220823,5333529,5443388,5551324,5659334,5770559,5883908,5998296,6111828,6222953,6333869,6445295,6556335
AFRE,,Demographic Projection (DemProj),Defined age group,age 6; Total Region; Female,5090669,5205975,5319118,5429177,5537023,5644843,5756011,5869497,5984170,6097995,6209531,6320772,6432538
AFRE,,Demographic Projection (DemProj),Defined age group,age 7; Total Region; Female,4960956,5077243,5192996,5306319,5416243,5523848,5631570,5742835,5856570,5971501,6085687,6197517,6309058
AFRE,,Demographic Projection (DemProj),Defined age group,age 8; Total Region; Female,4830943,4948927,5065647,5181543,5294684,5404319,5511787,5619568,5731057,5845021,5960283,6074724,6186826
AFRE,,Demographic Projection (DemProj),Defined age group,age 9; Total Region; Female,4700667,4820261,4938633,5055451,5171127,5283933,5393388,5500889,5608866,5720566,5834835,5950329,6065015
AFRE,,Demographic Projection (DemProj),Defined age group,age 10; Total Region; Female,4570194,4691093,4811028,4929453,5046012,5161325,5273926,5383382,5491055,5599223,5711214,5825693,5941410
AFRE,,Demographic Projection (DemProj),Defined age group,age 11; Total Region; Female,4441543,4561469,4682668,4802604,4920752,5036930,5152018,5264595,5374200,5482049,5590483,5702676,5817362
AFRE,,Demographic Projection (DemProj),Defined age group,age 12; Total Region; Female,4317028,4433392,4553587,4674762,4794397,4912152,5028096,5143142,5255840,5365595,5473693,5582314,5694704
AFRE,,Demographic Projection (DemProj),Defined age group,age 13; Total Region; Female,4196216,4309198,4425839,4545988,4666849,4786056,4903572,5019449,5134579,5247387,5357354,5465616,5574423
AFRE,,Demographic Projection (DemProj),Defined age group,age 14; Total Region; Female,4074882,4188571,4301833,4418414,4538232,4658599,4777546,4894948,5010852,5126028,5238999,5349086,5457513
AFRE,,Demographic Projection (DemProj),Defined age group,age 15; Total Region; Female,3949874,4067358,4181326,4294501,4410722,4529960,4650034,4768798,4886153,5002026,5117290,5230327,5340547
AFRE,,Demographic Projection (DemProj),Defined age group,age 16; Total Region; Female,3824348,3942438,4060185,4174024,4286803,4402360,4521268,4641084,4759710,4876948,4992834,5108101,5221232
AFRE,,Demographic Projection (DemProj),Defined age group,age 17; Total Region; Female,3699110,3816953,3935326,4052897,4166299,4278329,4393523,4512109,4631708,4750132,4867301,4983128,5098446
AFRE,,Demographic Projection (DemProj),Defined age group,age 18; Total Region; Female,3589699,3691653,3809872,3928043,4045134,4157709,4269352,4384185,4502483,4621803,4740086,4857133,4972971
AFRE,,Demographic Projection (DemProj),Defined age group,age 19; Total Region; Female,3491746,3581971,3684521,3802516,3920188,4036382,4148539,4259801,4374295,4492251,4611362,4729465,4846485
AFRE,,Demographic Projection (DemProj),Defined age group,age 20; Total Region; Female,3403411,3483563,3574649,3677009,3794489,3911215,4026954,4138709,4249595,4363690,4481374,4600254,4718281
AFRE,,Demographic Projection (DemProj),Defined age group,age 21; Total Region; Female,3313754,3394662,3475943,3566870,3668750,3785234,3901484,4016800,4128127,4238566,4352340,4469737,4588500
AFRE,,Demographic Projection (DemProj),Defined age group,age 22; Total Region; Female,3214407,3304428,3386646,3467796,3558277,3659166,3775148,3890960,4005801,4116628,4226698,4340148,4457391
AFRE,,Demographic Projection (DemProj),Defined age group,age 23; Total Region; Female,3104762,3204519,3295907,3377997,3458729,3548230,3648644,3764173,3879476,3993768,4104187,4213903,4327184
AFRE,,Demographic Projection (DemProj),Defined age group,age 24; Total Region; Female,2988756,3094274,3195353,3286590,3368263,3448045,3537095,3637092,3752095,3866825,3980674,4090716,4200254
AFRE,,Demographic Projection (DemProj),Defined age group,age 25; Total Region; Female,2876185,2977605,3084357,3185255,3276052,3356783,3436148,3524811,3624329,3738747,3853021,3966470,4076320
AFRE,,Demographic Projection (DemProj),Defined age group,age 26; Total Region; Female,2766481,2864313,2966915,3073462,3173877,3263705,3344009,3423028,3511257,3610247,3724206,3838081,3951322
AFRE,,Demographic Projection (DemProj),Defined age group,age 27; Total Region; Female,2657805,2753902,2852884,2955300,3061342,3160761,3250126,3330080,3408706,3496447,3595026,3708570,3822218
AFRE,,Demographic Projection (DemProj),Defined age group,age 28; Total Region; Female,2553441,2644572,2741813,2840641,2942587,3047634,3146553,3235532,3315091,3393261,3480610,3578810,3692104
AFRE,,Demographic Projection (DemProj),Defined age group,age 29; Total Region; Female,2454156,2539504,2631832,2728955,2827361,2928374,3032907,3131403,3219945,3299043,3376855,3463855,3561849
AFRE,,Demographic Projection (DemProj),Defined age group,age 30; Total Region; Female,2357819,2439514,2526131,2618400,2715141,2812681,2913217,3017302,3115312,3203346,3282071,3359566,3446395
AFRE,,Demographic Projection (DemProj),Defined age group,age 31; Total Region; Female,2262583,2342588,2425595,2512209,2604145,2700068,2797159,2897262,3000828,3098273,3185881,3264281,3341635
AFRE,,Demographic Projection (DemProj),Defined age group,age 32; Total Region; Female,2167119,2246920,2328232,2411268,2497597,2588774,2684259,2780931,2880531,2983501,3080464,3167694,3245943
AFRE,,Demographic Projection (DemProj),Defined age group,age 33; Total Region; Female,2070505,2151194,2232232,2313583,2396360,2481990,2572753,2667826,2764012,2863044,2965502,3062039,3149064
AFRE,,Demographic Projection (DemProj),Defined age group,age 34; Total Region; Female,1974442,2054423,2136237,2217312,2298416,2380538,2465791,2556167,2650772,2746421,2844967,2946970,3043244
AFRE,,Demographic Projection (DemProj),Defined age group,age 35; Total Region; Female,1880386,1958318,2039295,2121128,2201956,2282429,2364199,2449100,2539045,2633134,2728331,2826446,2928147
AFRE,,Demographic Projection (DemProj),Defined age group,age 36; Total Region; Female,1788750,1864403,1943197,2024169,2105726,2185929,2266050,2347483,2431995,2521468,2615123,2709917,2807743
AFRE,,Demographic Projection (DemProj),Defined age group,age 37; Total Region; Female,1700079,1773172,1849542,1928291,2008949,2089850,2169670,2249447,2330511,2414594,2503670,2596933,2691452
AFRE,,Demographic Projection (DemProj),Defined age group,age 38; Total Region; Female,1614867,1685132,1758806,1835073,1913452,1993414,2073875,2153315,2232720,2313381,2397108,2485826,2578816
AFRE,,Demographic Projection (DemProj),Defined age group,age 39; Total Region; Female,1533031,1600619,1671354,1744858,1820699,1898347,1977818,2057852,2136906,2215921,2296256,2379669,2468141
AFRE,,Demographic Projection (DemProj),Defined age group,age 40; Total Region; Female,1386676,1519461,1587436,1657947,1730982,1806063,1883188,1962198,2041825,2120489,2199195,2279249,2362450
AFRE,,Demographic Projection (DemProj),Defined age group,age 41; Total Region; Female,1385688,1374425,1506881,1574594,1644607,1716872,1791409,1868055,1946643,2025866,2104221,2182654,2262510
AFRE,,Demographic Projection (DemProj),Defined age group,age 42; Total Region; Female,1343005,1373414,1363059,1494627,1561835,1631086,1702804,1776856,1853069,1931239,2010126,2088189,2166413
AFRE,,Demographic Projection (DemProj),Defined age group,age 43; Total Region; Female,1284002,1331172,1362029,1352010,1482492,1548960,1617673,1688904,1762514,1838294,1916094,1994648,2072470
AFRE,,Demographic Projection (DemProj),Defined age group,age 44; Total Region; Female,1225668,1272911,1320251,1351030,1341105,1470297,1536224,1604442,1675222,1748392,1823796,1901244,1979525
AFRE,,Demographic Projection (DemProj),Defined age group,age 45; Total Region; Female,1171538,1215385,1262659,1309715,1340207,1330160,1458264,1523686,1591446,1661779,1734562,1809604,1886753
AFRE,,Demographic Projection (DemProj),Defined age group,age 46; Total Region; Female,1122249,1161971,1205759,1252701,1299308,1329339,1319335,1446402,1511356,1578658,1648589,1720989,1795705
AFRE,,Demographic Projection (DemProj),Defined age group,age 47; Total Region; Female,1077595,1113245,1152864,1196312,1242788,1288801,1318537,1308598,1434671,1499163,1566052,1635585,1707642
AFRE,,Demographic Projection (DemProj),Defined age group,age 48; Total Region; Female,1036676,1068974,1104517,1143816,1186823,1232713,1278296,1307768,1297921,1423013,1487081,1553560,1622732
AFRE,,Demographic Projection (DemProj),Defined age group,age 49; Total Region; Female,998905,1028292,1060498,1095755,1134649,1177105,1222564,1267746,1296986,1287232,1411388,1475037,1541142
AFRE,,Demographic Projection (DemProj),Defined age group,age 50; Total Region; Female,964462,990666,1019981,1051933,1086821,1125202,1167250,1212303,1257119,1286131,1276507,1399735,1463004
AFRE,,Demographic Projection (DemProj),Defined age group,age 51; Total Region; Female,933515,956307,982461,1011553,1043165,1077576,1115578,1157245,1201923,1246375,1275196,1265714,1388046
AFRE,,Demographic Projection (DemProj),Defined age group,age 52; Total Region; Female,904031,925405,948169,974128,1002907,1034074,1068137,1105785,1147097,1191403,1235521,1264158,1254851
AFRE,,Demographic Projection (DemProj),Defined age group,age 53; Total Region; Female,874588,895934,917281,939882,965557,993921,1024765,1058503,1095824,1136781,1180740,1224528,1253007
AFRE,,Demographic Projection (DemProj),Defined age group,age 54; Total Region; Female,845005,866443,887753,908952,931303,956600,984665,1015209,1048651,1085644,1126273,1169888,1213372
AFRE,,Demographic Projection (DemProj),Defined age group,age 55; Total Region; Female,816132,836743,858140,879303,900270,922283,947313,975103,1005377,1038524,1075218,1115524,1158824
AFRE,,Demographic Projection (DemProj),Defined age group,age 56; Total Region; Female,787150,807697,828272,849523,870459,891111,912891,937677,965222,995229,1028108,1064509,1104518
AFRE,,Demographic Projection (DemProj),Defined age group,age 57; Total Region; Female,756670,778518,799024,819462,840486,861116,881550,903118,927687,954990,984755,1017369,1053498
AFRE,,Demographic Projection (DemProj),Defined age group,age 58; Total Region; Female,724553,747841,769615,789975,810193,830916,851328,871562,892945,917298,944379,973899,1006265
AFRE,,Demographic Projection (DemProj),Defined age group,age 59; Total Region; Female,691757,715499,738666,760264,780398,800325,820825,841033,861091,882287,906441,933296,962584
AFRE,,Demographic Projection (DemProj),Defined age group,age 60; Total Region; Female,659876,682431,706010,728960,750304,770148,789854,810141,830166,850047,871071,895021,921658
AFRE,,Demographic Projection (DemProj),Defined age group,age 61; Total Region; Female,629266,650229,672598,695928,718588,739619,759231,778726,798819,818658,838374,859221,882972
AFRE,,Demographic Projection (DemProj),Defined age group,age 62; Total Region; Female,599243,619258,640024,662133,685145,707461,728228,747619,766918,786811,806473,826018,846693
AFRE,,Demographic Projection (DemProj),Defined age group,age 63; Total Region; Female,569338,588841,608648,629155,650942,673584,695594,716104,735285,754380,774081,793557,812932
AFRE,,Demographic Projection (DemProj),Defined age group,age 64; Total Region; Female,539527,558497,577779,597319,617507,638918,661221,682927,703186,722147,741043,760537,779826
AFRE,,Demographic Projection (DemProj),Defined age group,age 65; Total Region; Female,509936,528204,546943,565943,585153,604964,626027,647987,669390,689384,708124,726804,746087
AFRE,,Demographic Projection (DemProj),Defined age group,age 66; Total Region; Female,480186,498114,516143,534581,553230,572048,591508,612216,633832,654913,674635,693135,711593
AFRE,,Demographic Projection (DemProj),Defined age group,age 67; Total Region; Female,451110,467891,485556,503264,521328,539560,558012,577115,597467,618714,639461,658887,677137
AFRE,,Demographic Projection (DemProj),Defined age group,age 68; Total Region; Female,423266,438362,454869,472182,489494,507115,524955,543035,561777,581746,602609,622993,642108
AFRE,,Demographic Projection (DemProj),Defined age group,age 69; Total Region; Female,396447,410063,424886,441026,457908,474756,491957,509395,527095,545450,565017,585462,605461
AFRE,,Demographic Projection (DemProj),Defined age group,age 70; Total Region; Female,369923,382787,396125,410584,426280,442664,459066,475832,492859,510149,528094,547224,567224
AFRE,,Demographic Projection (DemProj),Defined age group,age 71; Total Region; Female,343887,355843,368400,381376,395399,410586,426483,442421,458740,475322,492179,509678,528341
AFRE,,Demographic Projection (DemProj),Defined age group,age 72; Total Region; Female,318983,329431,341063,353238,365783,379309,393995,409386,424845,440683,456794,473181,490205
AFRE,,Demographic Projection (DemProj),Defined age group,age 73; Total Region; Female,295319,304151,314283,325515,337238,349292,362325,376493,391367,406324,421667,437283,453179
AFRE,,Demographic Projection (DemProj),Defined age group,age 74; Total Region; Female,272571,280146,288684,298432,309199,320414,331986,344511,358147,372473,386903,401712,416797
AFRE,,Demographic Projection (DemProj),Defined age group,age 75; Total Region; Female,250433,257144,264449,272637,281944,292198,302913,313985,325984,339050,352790,366642,380874
